ID,Nombre Español,Nombre Ingles,"WORLDM_Country,Other",ECDC_countriesAndTerritories,OURWORLD_Entity,JHONH_Country/Region,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING,deaths,casesECDC,deathsECDC,confirmadoOURWORLD,muertosOURWORLD,confirmadoJHON,muertosJHON,recuperadosJHON,activosJHON,confirmadoEarly,muertosEarly
173,Tailandia,Thailand,Thailand,Thailand,Thailand,Thailand,Thailand,Estado Soberanos,Tailandia,Reino de Tailandia,Monarquía constitucional,Bangkok,Asia,https://www.google.com/maps/place/Tailandia,https://es.wikipedia.org/wiki/Tailandia,https://commons.wikimedia.org/wiki/File:Thailand_in_its_region.svg#/media/File:Thailand_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Thailand&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Thailand&FORM=HDRSC4,10.0,1651.0,10.0,1875.0,15.0,1875.0,15.0,505.0,1355.0,1875.0,15.0
174,Tanzania,Tanzania,Tanzania,United_Republic_of_Tanzania,Tanzania,Tanzania,Tanzania,Estado Soberanos,Tanzania,República Unida de Tanzania,República presidencialista,Dodoma​,África,https://www.google.com/maps/place/Tanzania,https://es.wikipedia.org/wiki/Tanzania,https://commons.wikimedia.org/wiki/File:Tanzania_in_its_region.svg#/media/File:Tanzania_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tanzania&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tanzania&FORM=HDRSC4,1.0,19.0,1.0,21.0,1.0,20.0,1.0,2.0,17.0,20.0,1.0
175,Tayikistán,Tajikistan,Tajikistan,Tajikistan,Tajikistan,Tajikistan,Tajikistan,Estado Soberanos,Tayikistán,República de Tayikistán,República presidencialista,Dusambé,Asia,https://www.google.com/maps/place/Tayikistán,https://es.wikipedia.org/wiki/Tayikistán,https://commons.wikimedia.org/wiki/File:Tajikistan_in_its_region.svg#/media/File:Tajikistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tajikistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tajikistan&FORM=HDRSC4,,,,,,,,,,0.0,0.0
176,Timor Oriental,East Timor,Timor-Leste,Timor_Leste,Timor,Timor-Leste,East Timor,Estado Soberanos,Timor Oriental,República Democrática de Timor Oriental,República semipresidencialista,Dili,Asia,https://www.google.com/maps/place/Timor Oriental,https://es.wikipedia.org/wiki/Timor Oriental,https://commons.wikimedia.org/wiki/File:East Timor_in_its_region.svg#/media/File:East Timor_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +East Timor&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +East Timor&FORM=HDRSC4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,
177,Togo,Togo,Togo,Togo,Togo,Togo,Togo,Estado Soberanos,Togo,República Togolesa,República presidencialista,Lomé,África,https://www.google.com/maps/place/Togo,https://es.wikipedia.org/wiki/Togo,https://commons.wikimedia.org/wiki/File:Togo_in_its_region.svg#/media/File:Togo_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Togo&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Togo&FORM=HDRSC4,1.0,34.0,1.0,39.0,2.0,39.0,2.0,17.0,20.0,39.0,2.0
178,Tonga,Tonga,Tonga,Tonga,Tonga,Tonga,Tonga,Estado Soberanos,Tonga,Reino de Tonga,Monarquía constitucional,Nukualofa,Oceanía,https://www.google.com/maps/place/Tonga,https://es.wikipedia.org/wiki/Tonga,https://commons.wikimedia.org/wiki/File:Tonga_in_its_region.svg#/media/File:Tonga_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tonga&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tonga&FORM=HDRSC4,,,,,,,,,,0.0,0.0
179,Trinidad y Tobago,Trinidad and Tobago,Trinidad and Tobago,Trinidad_and_Tobago,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Estado Soberanos,Trinidad y Tobago,República de Trinidad y Tobago,República parlamentaria,Puerto España,América,https://www.google.com/maps/place/Trinidad y Tobago,https://es.wikipedia.org/wiki/Trinidad y Tobago,https://commons.wikimedia.org/wiki/File:Trinidad and Tobago_in_its_region.svg#/media/File:Trinidad and Tobago_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Trinidad and Tobago&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Trinidad and Tobago&FORM=HDRSC4,3.0,85.0,3.0,97.0,6.0,94.0,5.0,1.0,88.0,90.0,5.0
180,Túnez,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Estado Soberanos,Túnez,República Tunecina,República semipresidencialista,Ciudad de Túnez,África,https://www.google.com/maps/place/Túnez,https://es.wikipedia.org/wiki/Túnez,https://commons.wikimedia.org/wiki/File:Tunisia_in_its_region.svg#/media/File:Tunisia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tunisia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tunisia&FORM=HDRSC4,8.0,312.0,8.0,455.0,13.0,455.0,14.0,5.0,436.0,455.0,14.0
181,Turkmenistán,Turkmenistan,Turkmenistan,Turkmenistan,Turkmenistan,Turkmenistan,Turkmenistan,Estado Soberanos,Turkmenistán,Turkmenistán,República presidencialista,Asjabad,Asia,https://www.google.com/maps/place/Turkmenistán,https://es.wikipedia.org/wiki/Turkmenistán,https://commons.wikimedia.org/wiki/File:Turkmenistan_in_its_region.svg#/media/File:Turkmenistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turkmenistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turkmenistan&FORM=HDRSC4,,,,,,,,,,0.0,0.0
182,Turquía,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Estado Soberanos,Turquía,República de Turquía,República parlamentaria,Ankara,Europa-Asia,https://www.google.com/maps/place/Turquía,https://es.wikipedia.org/wiki/Turquía,https://commons.wikimedia.org/wiki/File:Turkey_in_its_region.svg#/media/File:Turkey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turkey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turkey&FORM=HDRSC4,168.0,11535.0,168.0,18135.0,356.0,18135.0,356.0,415.0,17364.0,14682.0,216.0
183,Tuvalu,Tuvalu,Tuvalu,Tuvalu,Tuvalu,Tuvalu,Tuvalu,Estado Soberanos,Tuvalu,Tuvalu,Monarquía constitucional,Funafuti,Oceanía,https://www.google.com/maps/place/Tuvalu,https://es.wikipedia.org/wiki/Tuvalu,https://commons.wikimedia.org/wiki/File:Tuvalu_in_its_region.svg#/media/File:Tuvalu_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tuvalu&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tuvalu&FORM=HDRSC4,,,,,,,,,,0.0,0.0
184,Ucrania,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Estado Soberanos,Ucrania,Ucrania,República semipresidencialista,Kiev,Europa,https://www.google.com/maps/place/Ucrania,https://es.wikipedia.org/wiki/Ucrania,https://commons.wikimedia.org/wiki/File:Ukraine_in_its_region.svg#/media/File:Ukraine_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Ukraine&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Ukraine&FORM=HDRSC4,11.0,480.0,11.0,804.0,20.0,897.0,22.0,19.0,856.0,817.0,13.0
185,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Estado Soberanos,Uganda,República de Uganda,República presidencialista,Kampala,África,https://www.google.com/maps/place/Uganda,https://es.wikipedia.org/wiki/Uganda,https://commons.wikimedia.org/wiki/File:Uganda_in_its_region.svg#/media/File:Uganda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uganda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uganda&FORM=HDRSC4,0.0,33.0,0.0,45.0,0.0,45.0,0.0,0.0,45.0,44.0,0.0
186,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Estado Soberanos,Uruguay,República Oriental del Uruguay,República presidencialista,Montevideo,América,https://www.google.com/maps/place/Uruguay,https://es.wikipedia.org/wiki/Uruguay,https://commons.wikimedia.org/wiki/File:Uruguay_in_its_region.svg#/media/File:Uruguay_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uruguay&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uruguay&FORM=HDRSC4,1.0,320.0,1.0,369.0,4.0,350.0,4.0,62.0,284.0,350.0,4.0
187,Uzbekistán,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,Estado Soberanos,Uzbekistán,República de Uzbekistán,República presidencialista,Taskent,Asia,https://www.google.com/maps/place/Uzbekistán,https://es.wikipedia.org/wiki/Uzbekistán,https://commons.wikimedia.org/wiki/File:Uzbekistan_in_its_region.svg#/media/File:Uzbekistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uzbekistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uzbekistan&FORM=HDRSC4,2.0,149.0,2.0,190.0,2.0,205.0,2.0,25.0,178.0,221.0,2.0
188,Vanuatu,Vanuatu,Vanuatu,Vanuatu,Vanuatu,Vanuatu,Vanuatu,Estado Soberanos,Vanuatu,República de Vanuatu,República parlamentaria,Port Vila,Oceanía,https://www.google.com/maps/place/Vanuatu,https://es.wikipedia.org/wiki/Vanuatu,https://commons.wikimedia.org/wiki/File:Vanuatu_in_its_region.svg#/media/File:Vanuatu_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vanuatu&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vanuatu&FORM=HDRSC4,,,,,,,,,,0.0,0.0
189,Ciudad del Vaticano,Vatican City,Vatican City,Holy_See,Vatican,Holy See,Vatican City,Estado Soberanos,Ciudad del Vaticano,Estado de la Ciudad del Vaticano,Monarquía absoluta,Ciudad del Vaticano,Europa,https://www.google.com/maps/place/Ciudad del Vaticano,https://es.wikipedia.org/wiki/Ciudad del Vaticano,https://commons.wikimedia.org/wiki/File:Vatican City_in_its_region.svg#/media/File:Vatican City_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vatican City&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vatican City&FORM=HDRSC4,0.0,6.0,0.0,6.0,0.0,7.0,0.0,0.0,7.0,6.0,0.0
190,Venezuela,Venezuela,Venezuela,Venezuela,Venezuela,Venezuela,Venezuela,Estado Soberanos,Venezuela,República Bolivariana de Venezuela,República presidencialista,Caracas,América,https://www.google.com/maps/place/Venezuela,https://es.wikipedia.org/wiki/Venezuela,https://commons.wikimedia.org/wiki/File:Venezuela_in_its_region.svg#/media/File:Venezuela_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Venezuela&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Venezuela&FORM=HDRSC4,3.0,135.0,3.0,144.0,3.0,146.0,5.0,43.0,98.0,143.0,3.0
191,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Estado Soberanos,Vietnam,República Socialista de Vietnam,Estado socialista unipartidista,Hanói,Asia,https://www.google.com/maps/place/Vietnam,https://es.wikipedia.org/wiki/Vietnam,https://commons.wikimedia.org/wiki/File:Vietnam_in_its_region.svg#/media/File:Vietnam_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vietnam&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vietnam&FORM=HDRSC4,0.0,229.0,0.0,239.0,0.0,233.0,0.0,75.0,158.0,229.0,3.0
192,Yemen,Yemen,Yemen,Yemen,Yemen,Yemen,Yemen,Estado Soberanos,Yemen,República de Yemen,República presidencialista (Gobierno provisional),Saná,Asia,https://www.google.com/maps/place/Yemen,https://es.wikipedia.org/wiki/Yemen,https://commons.wikimedia.org/wiki/File:Yemen_in_its_region.svg#/media/File:Yemen_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Yemen&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Yemen&FORM=HDRSC4,,,,,,,,,,0.0,0.0
193,Yibuti,Djibouti,Djibouti,Djibouti,Djibouti,Djibouti,Djibouti,Estado Soberanos,Yibuti,República de Yibuti,República presidencial,Ciudad de Yibuti,África,https://www.google.com/maps/place/Yibuti,https://es.wikipedia.org/wiki/Yibuti,https://commons.wikimedia.org/wiki/File:Djibouti_in_its_region.svg#/media/File:Djibouti_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Djibouti&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Djibouti&FORM=HDRSC4,0.0,26.0,0.0,41.0,0.0,40.0,0.0,0.0,40.0,33.0,0.0
194,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia,Estado Soberanos,Zambia,República de Zambia,República presidencial,Lusaka,África,https://www.google.com/maps/place/Zambia,https://es.wikipedia.org/wiki/Zambia,https://commons.wikimedia.org/wiki/File:Zambia_in_its_region.svg#/media/File:Zambia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Zambia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Zambia&FORM=HDRSC4,0.0,35.0,0.0,39.0,1.0,39.0,1.0,0.0,38.0,39.0,1.0
195,Zimbabue,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Estado Soberanos,Zimbabue,República de Zimbabue,República presidencial,Harare,África,https://www.google.com/maps/place/Zimbabue,https://es.wikipedia.org/wiki/Zimbabue,https://commons.wikimedia.org/wiki/File:Zimbabwe_in_its_region.svg#/media/File:Zimbabwe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Zimbabwe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Zimbabwe&FORM=HDRSC4,1.0,7.0,1.0,8.0,1.0,9.0,1.0,0.0,8.0,8.0,1.0
196,Islas Cook,Cook Islands,Cook Islands,Cook Islands,Cook Islands,Cook Islands,Cook Islands,Estado asociados a estados soberanos,Islas Cook,Islas Cook,Monarquía parlamentaria ,Avarua,Oceanía,https://www.google.com/maps/place/Islas Cook,https://es.wikipedia.org/wiki/Islas Cook,https://commons.wikimedia.org/wiki/File:Cook Islands_in_its_region.svg#/media/File:Cook Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cook Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cook Islands&FORM=HDRSC4,,,,,,,,,,0.0,0.0
197,Islas Marianas del Norte ,Northern Mariana Islands,Northern Mariana Islands,Northern_Mariana_Islands,Northern Mariana Islands,Northern Mariana Islands,Northern Mariana Islands,Estado asociados a estados soberanos,Islas Marianas del Norte ,Estado Libre asociado de las Islas Marianas del Norte,Autogobierno presidencialista ,Saipán,Asia,https://www.google.com/maps/place/Islas Marianas del Norte ,https://es.wikipedia.org/wiki/Islas Marianas del Norte ,https://commons.wikimedia.org/wiki/File:Northern Mariana Islands_in_its_region.svg#/media/File:Northern Mariana Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Northern Mariana Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Northern Mariana Islands&FORM=HDRSC4,0.0,2.0,0.0,8.0,1.0,,,,,6.0,1.0
198,Niue,Niue,Niue,Niue,Niue,Niue,Niue,Estado asociados a estados soberanos,Niue,Niue,Monarquía constitucional ,Alofi,Oceanía,https://www.google.com/maps/place/Niue,https://es.wikipedia.org/wiki/Niue,https://commons.wikimedia.org/wiki/File:Niue_in_its_region.svg#/media/File:Niue_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Niue&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Niue&FORM=HDRSC4,,,,,,,,,,,
199,Puerto Rico,Puerto Rico,Puerto Rico,Puerto_Rico,Puerto Rico,Puerto Rico,Puerto Rico,Estado asociados a estados soberanos,Puerto Rico,Estado libre asociado de Puerto Rico,Autogobierno parlamentario ,San Juan,América,https://www.google.com/maps/place/Puerto Rico,https://es.wikipedia.org/wiki/Puerto Rico,https://commons.wikimedia.org/wiki/File:Puerto Rico_in_its_region.svg#/media/File:Puerto Rico_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Puerto Rico&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Puerto Rico&FORM=HDRSC4,6.0,174.0,6.0,316.0,12.0,,,,,316.0,12.0
200,Groenlandia ,Greenland,Greenland,Grenada,Greenland,Greenland,Greenland,País constituyente Autónomo,Groenlandia ,Groenlandia ,Monarquía constitucional ,Nuuk,América,https://www.google.com/maps/place/Groenlandia ,https://es.wikipedia.org/wiki/Groenlandia ,https://commons.wikimedia.org/wiki/File:Greenland_in_its_region.svg#/media/File:Greenland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Greenland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Greenland&FORM=HDRSC4,0.0,9.0,0.0,10.0,0.0,,,,,10.0,0.0
201,Islas Feroe ,Faeroe Islands,Faeroe Islands,Faroe_Islands,Faeroe Islands,Faeroe Islands,Faroe Islands,País constituyente Autónomo,Islas Feroe ,Islas Feroe ,Monarquía constitucional, 	Tórshavn,Europa,https://www.google.com/maps/place/Islas Feroe ,https://es.wikipedia.org/wiki/Islas Feroe ,https://commons.wikimedia.org/wiki/File:Faeroe Islands_in_its_region.svg#/media/File:Faeroe Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Faeroe Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Faeroe Islands&FORM=HDRSC4,0.0,168.0,0.0,177.0,0.0,,,,,177.0,0.0
202,Aruba,Aruba,Aruba,Aruba,Aruba,Aruba,Aruba,País constituyente Autónomo,Aruba,Aruba,Monarquía constitucional ,Oranjestad,América,https://www.google.com/maps/place/Aruba,https://es.wikipedia.org/wiki/Aruba,https://commons.wikimedia.org/wiki/File:Aruba_in_its_region.svg#/media/File:Aruba_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Aruba&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Aruba&FORM=HDRSC4,0.0,50.0,0.0,60.0,0.0,,,,,55.0,0.0
203,Curazao,Curaçao,Curaçao,Curaçao,Curacao,Curaçao,Curaçao,País constituyente Autónomo,Curazao,País de Curazao,Monarquía constitucional ,Willemstad,América,https://www.google.com/maps/place/Curazao,https://es.wikipedia.org/wiki/Curazao,https://commons.wikimedia.org/wiki/File:Curaçao_in_its_region.svg#/media/File:Curaçao_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Curaçao&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Curaçao&FORM=HDRSC4,1.0,9.0,1.0,11.0,1.0,,,,,,
204,San Martín (Países Bajos),Sint Maarten,Sint Maarten,Sint_Maarten,Sint Maarten (Dutch part),Sint Maarten,Sint Maarten,País constituyente Autónomo,San Martín,Sint Maarten ,Monarquía constitucional ,Philipsburg,América,https://www.google.com/maps/place/San Martín (Países Bajos),https://es.wikipedia.org/wiki/San Martín (Países Bajos),https://commons.wikimedia.org/wiki/File:Sint Maarten_in_its_region.svg#/media/File:Sint Maarten_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sint Maarten&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sint Maarten&FORM=HDRSC4,0.0,3.0,0.0,23.0,2.0,,,,,16.0,1.0
205,Kosovo,Kosovo,Kosovo,Kosovo,Kosovo,Kosovo,Kosovo,Estado con soberanía discutida,Kosovo,República de Kosovo,República parlamentaria ,Pristina,Europa,https://www.google.com/maps/place/Kosovo,https://es.wikipedia.org/wiki/Kosovo,https://commons.wikimedia.org/wiki/File:Kosovo_in_its_region.svg#/media/File:Kosovo_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Kosovo&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Kosovo&FORM=HDRSC4,1.0,106.0,1.0,125.0,1.0,125.0,1.0,10.0,114.0,,
206,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan*,Taiwan,Estado con soberanía discutida,Taiwán ,República de China,República semipresidencialista,Taipéi,Asia,https://www.google.com/maps/place/Taiwan,https://es.wikipedia.org/wiki/Taiwan,https://commons.wikimedia.org/wiki/File:Taiwan_in_its_region.svg#/media/File:Taiwan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Taiwan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Taiwan&FORM=HDRSC4,5.0,306.0,5.0,339.0,5.0,339.0,5.0,45.0,289.0,,
207,Guayana Francesa,French Guiana,French Guiana,French_Polynesia,French Guiana,French Guiana,French Guiana,Territorio asociado a estados soberanos,Guayana Francesa,n/d,n/d,Cayena,América,https://www.google.com/maps/place/Guayana Francesa,https://es.wikipedia.org/wiki/Guayana Francesa,https://commons.wikimedia.org/wiki/File:French Guiana_in_its_region.svg#/media/File:French Guiana_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +French Guiana&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +French Guiana&FORM=HDRSC4,0.0,36.0,0.0,,,,,,,51.0,0.0
208,Hong Kong,Hong Kong,Hong Kong,Hong Kong,Hong Kong,Hong Kong,Hong Kong,Territorio autónomo,Hong Kong,n/d,n/d,n/d,Asia,https://www.google.com/maps/place/Hong Kong,https://es.wikipedia.org/wiki/Hong Kong,https://commons.wikimedia.org/wiki/File:Hong Kong_in_its_region.svg#/media/File:Hong Kong_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Hong Kong&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Hong Kong&FORM=HDRSC4,,,,,,,,,,,
209,Anguila_(dependencia),Anguilla,Anguilla,Anguilla,Anguilla,Anguilla,Anguilla,Territorio asociado a estados soberanos,Anguila,n/d,n/d,n/d,América,https://www.google.com/maps/place/Anguila_(dependencia),https://es.wikipedia.org/wiki/Anguila_(dependencia),https://commons.wikimedia.org/wiki/File:Anguilla_in_its_region.svg#/media/File:Anguilla_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Anguilla&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Anguilla&FORM=HDRSC4,0.0,2.0,0.0,3.0,0.0,,,,,2.0,0.0
210,Bermudas,Bermuda,Bermuda,Bermuda,Bermuda,Bermuda,Bermuda,Territorio asociado a estados soberanos,Bermudas,n/d,n/d,n/d,América,https://www.google.com/maps/place/Bermudas,https://es.wikipedia.org/wiki/Bermudas,https://commons.wikimedia.org/wiki/File:Bermuda_in_its_region.svg#/media/File:Bermuda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Bermuda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Bermuda&FORM=HDRSC4,0.0,27.0,0.0,35.0,0.0,,,,,32.0,0.0
211,Islas Vírgenes Británicas,British Virgin Islands,British Virgin Islands,British_Virgin_Islands,British Virgin Islands,British Virgin Islands,British Virgin Islands,Territorio asociado a estados soberanos,Islas Vírgenes Británicas,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Vírgenes Británicas,https://es.wikipedia.org/wiki/Islas Vírgenes Británicas,https://commons.wikimedia.org/wiki/File:British Virgin Islands_in_its_region.svg#/media/File:British Virgin Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +British Virgin Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +British Virgin Islands&FORM=HDRSC4,0.0,3.0,0.0,3.0,0.0,,,,,3.0,0.0
212,Islas Vírgenes de los Estados Unidos ,United States Virgin Islands,United States Virgin Islands,United_States_Virgin_Islands,United States Virgin Islands,United States Virgin Islands,US Virgin Islands,Territorio asociado a estados soberanos,Islas Vírgenes de los Estados Unidos ,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Vírgenes de los Estados Unidos ,https://es.wikipedia.org/wiki/Islas Vírgenes de los Estados Unidos ,https://commons.wikimedia.org/wiki/File:United States Virgin Islands_in_its_region.svg#/media/File:United States Virgin Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +United States Virgin Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +United States Virgin Islands&FORM=HDRSC4,0.0,30.0,0.0,33.0,0.0,,,,,30.0,0.0
213,Caribe Neerlandés,Caribbean Netherlands,Caribbean Netherlands,Caribbean Netherlands,Caribbean Netherlands,Caribbean Netherlands,Caribbean Netherlands,Territorio asociado a estados soberanos,Caribe Neerlandés,n/d,n/d,n/d,América,https://www.google.com/maps/place/Caribe Neerlandés,https://es.wikipedia.org/wiki/Caribe Neerlandés,https://commons.wikimedia.org/wiki/File:Caribbean Netherlands_in_its_region.svg#/media/File:Caribbean Netherlands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Caribbean Netherlands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Caribbean Netherlands&FORM=HDRSC4,,,,,,,,,,,
214,Islas Caimán,Cayman Islands,Cayman Islands,Cayman_Islands,Cayman Islands,Cayman Islands,Cayman Islands,Territorio asociado a estados soberanos,Islas Caimán,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Caimán,https://es.wikipedia.org/wiki/Islas Caimán,https://commons.wikimedia.org/wiki/File:Cayman Islands_in_its_region.svg#/media/File:Cayman Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cayman Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cayman Islands&FORM=HDRSC4,1.0,12.0,1.0,28.0,1.0,,,,,22.0,1.0
215,Islas del Canal,Channel Islands,Channel Islands,Channel Islands,Channel Islands,Channel Islands,Channel Islands,Territorio asociado a estados soberanos,Islas del Canal,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Islas del Canal,https://es.wikipedia.org/wiki/Islas del Canal,https://commons.wikimedia.org/wiki/File:Channel Islands_in_its_region.svg#/media/File:Channel Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Channel Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Channel Islands&FORM=HDRSC4,,,,,,,,,,,
